,Gene ID,Log2Ratio,p-value,Max RPKM,Entrez To,Official Gene Symbol To,Species,Gene Name
13279,NR_024351,-6.09,0.0352,122.14,54064,LINC00160,Homo sapiens,long intergenic non-protein coding RNA 160(LINC00160)
13293,NR_024121,-4.24,0.0285,123.13,64493,LINC00235,Homo sapiens,long intergenic non-protein coding RNA 235(LINC00235)
13309,NR_024347,-4.45,0.000126,287.29,283860,LINC00304,Homo sapiens,long intergenic non-protein coding RNA 304(LINC00304)
13339,NR_027341,-4.09,0.0343,17.02,158314,LINC00475,Homo sapiens,long intergenic non-protein coding RNA 475(LINC00475)
13345,NM_178519,-5.03,0.00773,2254.27,284185,LINC00482,Homo sapiens,long intergenic non-protein coding RNA 482(LINC00482)
13346,NR_024626,-1.55,0.0067,114.18,55018,ANKRD40CL,Homo sapiens,ANKRD40 C-terminal like(ANKRD40CL)
13349,NR_026767,-2.64,0.00624,13.67,677779,LINC00488,Homo sapiens,long intergenic non-protein coding RNA 488(LINC00488)
13382,NR_027022,-2.79,0.00328,271.98,127841,LINC00628,Homo sapiens,long intergenic non-protein coding RNA 628(LINC00628)
13397,NR_027254,-2.76,0.0102,56.58,388387,LINC00671,Homo sapiens,long intergenic non-protein coding RNA 671(LINC00671)
13398,NR_027418,-2.19,2.01e-05,160275.94,100499466,LINC00674,Homo sapiens,long intergenic non-protein coding RNA 674(LINC00674)
13422,NR_027413,-2.36,0.0242,794.49,100130581,LINC00910,Homo sapiens,long intergenic non-protein coding RNA 910(LINC00910)
13423,NR_027412,-1.53,0.0061,628.86,100130581,LINC00910,Homo sapiens,long intergenic non-protein coding RNA 910(LINC00910)
13432,NR_021493,-7.49,0.0411,179.32,100144604,LINC00930,Homo sapiens,long intergenic non-protein coding RNA 930(LINC00930)
13435,NR_024420,-2.16,0.0346,99.05,389634,LINC00937,Homo sapiens,long intergenic non-protein coding RNA 937(LINC00937)
13437,NR_024416,-2.23,0.00299,2099.48,255031,LINC00957,Homo sapiens,long intergenic non-protein coding RNA 957(LINC00957)
13444,NR_028325,-1.59,0.0253,477.06,100132062,LOC100132062,Homo sapiens,uncharacterized LOC100132062(LOC100132062)
13445,NR_028325,-1.21,0.0485,1388.96,100132062,LOC100132062,Homo sapiens,uncharacterized LOC100132062(LOC100132062)
13447,NR_028324,-1.58,0.0149,6280.5,399844,LINC01002,Homo sapiens,long intergenic non-protein coding RNA 1002(LINC01002)
13448,NR_027387,-1.45,0.00803,6134.13,100128822,LINC01003,Homo sapiens,long intergenic non-protein coding RNA 1003(LINC01003)
13456,NR_026832,-2.29,0.0458,537.39,150622,SILC1,Homo sapiens,sciatic injury induced lincRNA upregulator of SOX11(SILC1)
13471,NR_024270,-1.02,0.0341,620.67,400752,LINC01144,Homo sapiens,long intergenic non-protein coding RNA 1144(LINC01144)
13474,NM_032808,-3.81,0.00274,3066.86,84894,LINGO1,Homo sapiens,leucine rich repeat and Ig domain containing 1(LINGO1)
13476,NM_001101391,-7.42,0.000647,237.59,645191,LINGO3,Homo sapiens,leucine rich repeat and Ig domain containing 3(LINGO3)
13477,NM_001004432,-6.0,0.0383,493.15,339398,LINGO4,Homo sapiens,leucine rich repeat and Ig domain containing 4(LINGO4)
13478,NM_001040614,-2.57,0.0427,2455.73,55180,LINS1,Homo sapiens,lines homolog 1(LINS1)
13499,NM_001144869,-1.65,0.0186,936.18,387787,LIPT2,Homo sapiens,lipoyl(octanoyl) transferase 2(LIPT2)
13502,NM_001136473,-2.42,0.0179,988.65,9516,LITAF,Homo sapiens,lipopolysaccharide induced TNF factor(LITAF)
13503,NM_001136472,-1.7,0.037,106578.4,9516,LITAF,Homo sapiens,lipopolysaccharide induced TNF factor(LITAF)
13507,NM_004524,-8.6,0.00624,95049.76,3993,LLGL2,Homo sapiens,LLGL scribble cell polarity complex component 2(LLGL2)
13508,NM_001015002,-5.74,0.00046,28350.47,3993,LLGL2,Homo sapiens,LLGL scribble cell polarity complex component 2(LLGL2)
13509,NM_001031803,-4.31,0.0091,2943.71,3993,LLGL2,Homo sapiens,LLGL scribble cell polarity complex component 2(LLGL2)
13525,NM_022773,-2.62,0.00639,4246.28,64788,LMF1,Homo sapiens,lipase maturation factor 1(LMF1)
13549,NM_001080434,-3.42,0.00106,11278.9,114783,LMTK3,Homo sapiens,lemur tyrosine kinase 3(LMTK3)
13557,NM_001126328,-3.31,0.000766,10195.6,84708,LNX1,Homo sapiens,ligand of numb-protein X 1(LNX1)
13559,NM_153371,-1.05,0.00159,27546.81,222484,LNX2,Homo sapiens,ligand of numb-protein X 2(LNX2)
13567,NR_027406,-1.05,0.0056,76772.98,100129034,LOC100129034,Homo sapiens,uncharacterized LOC100129034(LOC100129034)
13573,NR_024485,-1.48,0.0349,6362.81,116841,SNAP47,Homo sapiens,synaptosome associated protein 47(SNAP47)
13576,NR_026874,-3.44,0.0448,125.54,100130417,LINC02593,Homo sapiens,long intergenic non-protein coding RNA 2593(LINC02593)
13578,NR_024469,-3.06,0.0178,1623.21,100130987,LOC100130987,Homo sapiens,uncharacterized LOC100130987(LOC100130987)
13580,NR_024237,-6.68,0.00519,477.47,100132111,C2CD4D-AS1,Homo sapiens,C2CD4D and THEM5 antisense RNA 1(C2CD4D-AS1)
13583,NR_027777,-2.68,0.0163,1649.59,5383,PMS2P5,Homo sapiens,"PMS1 homolog 2, mismatch repair system component pseudogene 5(PMS2P5)"
13584,NR_028058,-1.62,0.00475,5708.51,100132832,PMS2P9,Homo sapiens,"PMS1 homolog 2, mismatch repair system component pseudogene 9(PMS2P9)"
13586,NR_027775,-1.27,0.0332,2210.06,5383,PMS2P5,Homo sapiens,"PMS1 homolog 2, mismatch repair system component pseudogene 5(PMS2P5)"
13587,NR_027503,-1.96,0.0414,620.89,100133050,GUSBP19,Homo sapiens,GUSB pseudogene 19(GUSBP19)
13594,NR_024456,-2.2,0.0453,7923.96,100190986,LOC100190986,Homo sapiens,uncharacterized LOC100190986(LOC100190986)
13612,NR_027487,-2.57,0.0253,10449.07,146880,ARHGAP27P1,Homo sapiens,Rho GTPase activating protein 27 pseudogene 1(ARHGAP27P1)
13615,NR_026817,-6.09,0.0186,656.98,148696,LOC148696,Homo sapiens,uncharacterized LOC148696(LOC148696)
13625,NR_003266,-1.01,0.0328,4969.24,220729,SDHAP4,Homo sapiens,SDHA pseudogene 4(SDHAP4)
13633,NR_027086,-1.67,0.00606,120.16,284578,MFSD4A-AS1,Homo sapiens,MFSD4A antisense RNA 1(MFSD4A-AS1)
13636,NR_027108,-1.86,0.00331,177.05,285593,LINC02995,Homo sapiens,long intergenic non-protein coding RNA 2995(LINC02995)
13668,NR_015364,-6.02,0.0163,868.42,441204,LINC02981,Homo sapiens,long intergenic non-protein coding RNA 2981(LINC02981)
13692,NR_027053,-1.52,0.00551,33827.43,646214,LOC646214,Homo sapiens,p21 (RAC1) activated kinase 2 pseudogene(LOC646214)
13696,NR_026578,-1.78,0.0125,840.89,647859,OCLNP1,Homo sapiens,OCLN pseudogene 1(OCLNP1)
13697,NR_027426,-2.07,0.0232,93.17,648691,LL22NC03-63E9.3,Homo sapiens,uncharacterized LOC648691(LL22NC03-63E9.3)
13709,NR_024437,-1.05,0.0349,93.28,728323,LINC01881,Homo sapiens,long intergenic non-protein coding RNA 1881(LINC01881)
13723,NR_026811,-3.23,2.53e-05,98.89,80154,GOLGA2P10,Homo sapiens,GOLGA2 pseudogene 10(GOLGA2P10)
13724,NR_026811,-1.61,0.029,31.71,80154,GOLGA2P10,Homo sapiens,GOLGA2 pseudogene 10(GOLGA2P10)
13727,NM_001144924,-1.87,0.0395,3650.73,81691,REXO5,Homo sapiens,RNA exonuclease 5(REXO5)
13737,NM_198461,-5.32,0.0464,28724.95,164832,LONRF2,Homo sapiens,LON peptidase N-terminal domain and ring finger 2(LONRF2)
13752,NM_004720,-3.06,0.000438,3160.1,9170,LPAR2,Homo sapiens,lysophosphatidic acid receptor 2(LPAR2)
13771,NM_022896,-1.35,0.0323,9826.34,64900,LPIN3,Homo sapiens,lipin 3(LPIN3)
13787,NM_006726,-2.51,0.0153,98267.43,987,LRBA,Homo sapiens,LPS responsive beige-like anchor protein(LRBA)
13795,NM_020737,-7.1,0.0187,404.28,57497,LRFN2,Homo sapiens,leucine rich repeat and fibronectin type III domain containing 2(LRFN2)
13803,NM_015541,-2.22,0.0102,60946.0,26018,LRIG1,Homo sapiens,leucine rich repeats and immunoglobulin like domains 1(LRIG1)
13819,NM_002333,-3.76,0.000279,20027.54,4037,LRP3,Homo sapiens,LDL receptor related protein 3(LRP3)
13851,NM_001135217,-2.36,0.00707,1258.42,10233,LRRC23,Homo sapiens,leucine rich repeat containing 23(LRRC23)
13862,NM_001004055,-1.23,0.0017,67.88,26231,FBXL9P,Homo sapiens,"F-box and leucine rich repeat protein, pseudogene(FBXL9P)"
13871,NM_001006607,-1.68,0.00133,584.56,474170,LRRC37A2,Homo sapiens,leucine rich repeat containing 37 member A2(LRRC37A2)
13872,NM_014834,-1.56,0.0174,496.31,9884,LRRC37A,Homo sapiens,leucine rich repeat containing 37A(LRRC37A)
13885,NM_144999,-1.48,0.0268,16582.55,201255,LRRC45,Homo sapiens,leucine rich repeat containing 45(LRRC45)
13888,NM_001130092,-1.29,0.00326,927.76,83450,DRC3,Homo sapiens,dynein regulatory complex subunit 3(DRC3)
13889,NM_001130091,-1.25,0.0216,985.9,83450,DRC3,Homo sapiens,dynein regulatory complex subunit 3(DRC3)
13893,NM_001080457,-2.86,0.00676,322.88,94030,LRRC4B,Homo sapiens,leucine rich repeat containing 4B(LRRC4B)
13897,NM_198075,-3.15,0.0362,4179.9,115399,LRRC56,Homo sapiens,leucine rich repeat containing 56(LRRC56)
13910,NM_001127244,-1.2,0.0456,6092.7,56262,LRRC8A,Homo sapiens,leucine rich repeat containing 8 VRAC subunit A(LRRC8A)
13913,NM_001134476,-1.21,0.0191,19141.11,23507,LRRC8B,Homo sapiens,leucine rich repeat containing 8 VRAC subunit B(LRRC8B)
13937,NM_201630,-3.33,0.0459,8086.03,10446,LRRN2,Homo sapiens,leucine rich repeat neuronal 2(LRRN2)
13949,NM_001005373,-1.82,0.0493,3637.87,90678,LRSAM1,Homo sapiens,leucine rich repeat and sterile alpha motif containing 1(LRSAM1)
13950,NM_138361,-1.27,0.000497,6087.4,90678,LRSAM1,Homo sapiens,leucine rich repeat and sterile alpha motif containing 1(LRSAM1)
13975,NM_001139499,-1.74,0.0262,8205.99,23658,LSM5,Homo sapiens,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated(LSM5)"
13989,NM_205835,-5.59,0.00348,32230.47,51599,LSR,Homo sapiens,lipolysis stimulated lipoprotein receptor(LSR)
13990,NM_205834,-3.42,0.00583,6482.24,51599,LSR,Homo sapiens,lipolysis stimulated lipoprotein receptor(LSR)
13991,NM_015925,-2.73,0.024,7499.85,51599,LSR,Homo sapiens,lipolysis stimulated lipoprotein receptor(LSR)
14021,NM_001135685,-1.57,0.0387,28.0,4058,LTK,Homo sapiens,leukocyte receptor tyrosine kinase(LTK)
14069,NM_177477,-3.62,0.0477,2451.25,66004,LYNX1,Homo sapiens,Ly6/neurotoxin 1(LYNX1)
14073,NM_014400,-6.8,0.00361,31547.13,27076,LYPD3,Homo sapiens,LY6/PLAUR domain containing 3(LYPD3)
14086,NM_020466,-1.87,0.0145,10642.65,57226,LYRM2,Homo sapiens,LYR motif containing 2(LYRM2)
14114,NM_152367,-1.85,0.0115,3708.45,126868,MAB21L3,Homo sapiens,mab-21 like 3(MAB21L3)
14115,NM_182762,-7.89,0.000411,18603.67,346389,MACC1,Homo sapiens,MET transcriptional regulator MACC1(MACC1)
14118,NM_014067,-2.0,0.00481,22281.92,28992,MACROD1,Homo sapiens,mono-ADP ribosylhydrolase 1(MACROD1)
14127,NM_001127325,-2.18,0.0274,972.42,10459,MAD2L2,Homo sapiens,mitotic arrest deficient 2 like 2(MAD2L2)
14213,NM_015520,-2.32,0.0118,2870.76,9223,MAGI1,Homo sapiens,"membrane associated guanylate kinase, WW and PDZ domain containing 1(MAGI1)"
14220,NM_001099682,-2.89,0.0155,590.24,79917,MAGIX,Homo sapiens,"MAGI family member, X-linked(MAGIX)"
14221,NM_001099680,-2.86,0.0257,335.38,79917,MAGIX,Homo sapiens,"MAGI family member, X-linked(MAGIX)"
14222,NM_001099681,-2.77,0.0362,586.59,79917,MAGIX,Homo sapiens,"MAGI family member, X-linked(MAGIX)"
14232,NM_052886,-7.7,0.00497,291869.15,114569,MAL2,Homo sapiens,"mal, T cell differentiation protein 2(MAL2)"
14239,NM_206920,-1.5,0.019,2083.85,158056,MAMDC4,Homo sapiens,MAM domain containing 4(MAMDC4)
14242,NM_018717,-1.78,0.0199,10367.69,55534,MAML3,Homo sapiens,mastermind like transcriptional coactivator 3(MAML3)
14250,NM_020379,-5.45,0.0332,5546.8,57134,MAN1C1,Homo sapiens,mannosidase alpha class 1C member 1(MAN1C1)
14252,NM_006122,-1.71,0.00792,44740.5,4122,MAN2A2,Homo sapiens,mannosidase alpha class 2A member 2(MAN2A2)
14260,NM_001113482,-1.48,0.0142,16448.34,149175,MANEAL,Homo sapiens,mannosidase endo-alpha like(MANEAL)
14264,NM_018050,-4.18,0.00307,24030.26,54682,MANSC1,Homo sapiens,MANSC domain containing 1(MANSC1)
14290,NM_005921,-2.42,0.00472,63686.64,4214,MAP3K1,Homo sapiens,mitogen-activated protein kinase kinase kinase 1(MAP3K1)
14308,NM_145331,-1.24,0.011,14131.81,6885,MAP3K7,Homo sapiens,mitogen-activated protein kinase kinase kinase 7(MAP3K7)
14332,NM_003980,-6.83,0.000786,13026.43,9053,MAP7,Homo sapiens,microtubule associated protein 7(MAP7)
14345,NM_002754,-4.05,0.024,20188.81,5603,MAPK13,Homo sapiens,mitogen-activated protein kinase 13(MAPK13)
14352,NM_002746,-1.91,0.0422,27035.68,5595,MAPK3,Homo sapiens,mitogen-activated protein kinase 3(MAPK3)
14397,NM_016835,-3.66,0.0367,13072.84,4137,MAPT,Homo sapiens,microtubule associated protein tau(MAPT)
14401,NM_022746,-3.01,0.0222,2618.73,64757,MTARC1,Homo sapiens,mitochondrial amidoxime reducing component 1(MTARC1)
14418,NM_138396,-2.09,0.0183,10152.88,92979,MARCHF9,Homo sapiens,membrane associated ring-CH-type finger 9(MARCHF9)
14423,NM_001039469,-2.03,0.0144,28186.26,2011,MARK2,Homo sapiens,microtubule affinity regulating kinase 2(MARK2)
14432,NM_031417,-1.1,0.0431,899.21,57787,MARK4,Homo sapiens,microtubule affinity regulating kinase 4(MARK4)
14435,NM_144724,-4.33,0.000115,16147.37,153562,MARVELD2,Homo sapiens,MARVEL domain containing 2(MARVELD2)
14437,NM_052858,-6.58,0.00522,12860.22,91862,MARVELD3,Homo sapiens,MARVEL domain containing 3(MARVELD3)
14438,NM_001017967,-4.39,0.00549,8284.18,91862,MARVELD3,Homo sapiens,MARVEL domain containing 3(MARVELD3)
14448,NM_198828,-10.39,0.0121,1343.88,375449,MAST4,Homo sapiens,microtubule associated serine/threonine kinase family member 4(MAST4)
14451,NM_000429,-6.2,0.0339,3987.29,4143,MAT1A,Homo sapiens,methionine adenosyltransferase 1A(MAT1A)
14477,NM_005368,-6.76,0.00253,11107.64,4151,MB,Homo sapiens,myoglobin(MB)
14478,NM_203377,-5.91,0.0321,10420.36,4151,MB,Homo sapiens,myoglobin(MB)
14479,NM_203378,-2.9,0.000275,312.27,4151,MB,Homo sapiens,myoglobin(MB)
14494,NM_052897,-1.52,0.000165,74918.71,114785,MBD6,Homo sapiens,methyl-CpG binding domain protein 6(MBD6)
14526,NM_017643,-1.95,0.0101,45872.58,54799,MBTD1,Homo sapiens,mbt domain containing 1(MBTD1)
14540,NM_022132,-1.55,0.0159,123836.49,64087,MCCC2,Homo sapiens,methylcrotonyl-CoA carboxylase subunit 2(MCCC2)
14542,NM_032601,-1.57,0.0022,5390.77,84693,MCEE,Homo sapiens,methylmalonyl-CoA epimerase(MCEE)
14545,NM_024979,-5.72,0.0179,2139.23,23263,MCF2L,Homo sapiens,MCF.2 cell line derived transforming sequence like(MCF2L)
14546,NM_001112732,-4.19,0.017,997.99,23263,MCF2L,Homo sapiens,MCF.2 cell line derived transforming sequence like(MCF2L)
14599,NM_020128,-1.17,0.0371,662.89,56890,MDM1,Homo sapiens,Mdm1 nuclear protein(MDM1)
14601,NM_002392,-3.03,0.0163,113933.55,4193,MDM2,Homo sapiens,MDM2 proto-oncogene(MDM2)
14602,NM_001145339,-1.53,0.017,10783.55,4193,MDM2,Homo sapiens,MDM2 proto-oncogene(MDM2)
14608,NM_002393,-3.76,0.0433,35544.09,4194,MDM4,Homo sapiens,MDM4 regulator of p53(MDM4)
14633,NM_005121,-1.49,0.0139,184335.71,9969,MED13,Homo sapiens,mediator complex subunit 13(MED13)
14702,NM_001009813,-2.9,0.0109,1505.48,56917,MEIS3,Homo sapiens,Meis homeobox 3(MEIS3)
14703,NR_002211,-1.76,0.0201,12329.45,4213,MEIS3P1,Homo sapiens,Meis homeobox 3 pseudogene 1(MEIS3P1)
14730,NR_004382,-1.58,0.0279,161.67,317751,MESTIT1,Homo sapiens,"MEST intronic transcript 1, antisense RNA(MESTIT1)"
14736,NM_024042,-1.31,0.00753,14946.55,79006,METRN,Homo sapiens,"meteorin, glial cell differentiation regulator(METRN)"
14763,NM_001080510,-1.17,0.0274,442.17,124512,METTL23,Homo sapiens,"methyltransferase 23, arginine(METTL23)"
14771,NM_014033,-4.73,0.00665,114917.6,25840,TMT1A,Homo sapiens,thiol methyltransferase 1A(TMT1A)
14772,NM_152637,-2.11,0.0227,1611.94,196410,TMT1B,Homo sapiens,thiol methyltransferase 1B(TMT1B)
14815,NM_017694,-2.66,0.0152,52393.32,54842,MFSD6,Homo sapiens,major facilitator superfamily domain containing 6(MFSD6)
14844,NR_026914,-1.25,0.0286,1280.94,85001,MGC16275,Homo sapiens,uncharacterized protein MGC16275(MGC16275)
14857,NM_002412,-1.8,0.0461,15953.42,4255,MGMT,Homo sapiens,O-6-methylguanine-DNA methyltransferase(MGMT)
14867,NM_002413,-2.02,0.0309,6077.46,4258,MGST2,Homo sapiens,microsomal glutathione S-transferase 2(MGST2)
14882,NM_032867,-2.88,0.0379,3433.88,9645,MICAL2,Homo sapiens,"microtubule associated monooxygenase, calponin and LIM domain containing 2(MICAL2)"
14884,NM_182924,-1.77,0.0103,19610.48,79778,MICALL2,Homo sapiens,MICAL like 2(MICALL2)
14895,NM_052817,-6.9,0.0076,10858.55,11043,MID2,Homo sapiens,midline 2(MID2)
14896,NM_012216,-5.26,0.00132,10885.93,11043,MID2,Homo sapiens,midline 2(MID2)
14899,NM_139162,-2.22,0.0156,12022.84,125170,MIEF2,Homo sapiens,mitochondrial elongation factor 2(MIEF2)
14946,NR_026677,-3.17,0.0293,15826.41,81571,MIR600HG,Homo sapiens,MIR600 host gene(MIR600HG)
14966,NM_014048,-1.96,0.0451,12059.16,57496,MRTFB,Homo sapiens,myocardin related transcription factor B(MRTFB)
14981,NM_017777,-1.34,0.019,5763.67,54903,MKS1,Homo sapiens,MKS transition zone complex subunit 1(MKS1)
15005,NR_027906,-3.14,0.000525,1098.6,653483,AFDN-DT,Homo sapiens,AFDN divergent transcript(AFDN-DT)
15017,NM_032953,-5.17,0.00135,924.44,51085,MLXIPL,Homo sapiens,MLX interacting protein like(MLXIPL)
15018,NM_032951,-5.15,0.00303,1325.3,51085,MLXIPL,Homo sapiens,MLX interacting protein like(MLXIPL)
15019,NM_032952,-4.4,0.0274,1001.74,51085,MLXIPL,Homo sapiens,MLX interacting protein like(MLXIPL)
15020,NM_032954,-4.01,0.00162,642.69,51085,MLXIPL,Homo sapiens,MLX interacting protein like(MLXIPL)
15021,NM_012213,-1.74,0.00533,13068.07,23417,MLYCD,Homo sapiens,malonyl-CoA decarboxylase(MLYCD)
15022,NM_172250,-1.14,0.0316,3721.16,166785,MMAA,Homo sapiens,metabolism of cobalamin associated A(MMAA)
15040,NM_002428,-2.71,0.016,35252.49,4324,MMP15,Homo sapiens,matrix metallopeptidase 15(MMP15)
15060,NM_024756,-5.84,0.0173,3186.06,79812,MMRN2,Homo sapiens,multimerin 2(MMRN2)
15069,NM_005515,-3.94,0.00303,1097.05,3110,MNX1,Homo sapiens,motor neuron and pancreas homeobox 1(MNX1)
15070,NM_022151,-1.63,0.000257,42594.22,64112,MOAP1,Homo sapiens,modulator of apoptosis 1(MOAP1)
15134,NM_024848,-2.87,0.0149,826.06,79906,MORN1,Homo sapiens,MORN repeat containing 1(MORN1)
15142,NM_001040097,-1.28,0.0117,499.2,64598,MOSPD3,Homo sapiens,motile sperm domain containing 3(MOSPD3)
15174,NR_003562,-1.54,0.0284,3751.5,4356,MPP3,Homo sapiens,MAGUK p55 scaffold protein 3(MPP3)
15183,NM_001145399,-4.95,0.0332,394.46,744,MPPED2,Homo sapiens,metallophosphoesterase domain containing 2(MPPED2)
15192,NM_173803,-3.58,0.0409,3223.64,255027,MPV17L,Homo sapiens,MPV17 mitochondrial inner membrane protein like(MPV17L)
15198,NM_005797,-5.92,0.00842,10527.78,10205,MPZL2,Homo sapiens,myelin protein zero like 2(MPZL2)
15200,NM_198275,-5.8,0.00305,1747.41,196264,MPZL3,Homo sapiens,myelin protein zero like 3(MPZL3)
15277,NM_032478,-1.16,0.0403,36862.63,64978,MRPL38,Homo sapiens,mitochondrial ribosomal protein L38(MRPL38)
15288,NR_002208,-1.24,0.0432,150.71,359821,MRPL42P5,Homo sapiens,mitochondrial ribosomal protein L42 pseudogene 5(MRPL42P5)
15320,NM_022839,-1.24,0.0257,8138.94,64963,MRPS11,Homo sapiens,mitochondrial ribosomal protein S11(MRPS11)
15392,NM_002442,-4.88,0.00488,8112.31,4440,MSI1,Homo sapiens,musashi RNA binding protein 1(MSI1)
15393,NM_138962,-1.7,0.00135,15564.96,124540,MSI2,Homo sapiens,musashi RNA binding protein 2(MSI2)
15394,NM_170721,-1.09,0.03,3185.95,124540,MSI2,Homo sapiens,musashi RNA binding protein 2(MSI2)
15405,NM_002443,-8.22,0.00559,285.29,4477,MSMB,Homo sapiens,microseminoprotein beta(MSMB)
15406,NM_138634,-4.87,0.00022,23.05,4477,MSMB,Homo sapiens,microseminoprotein beta(MSMB)
15417,NM_016332,-1.51,0.0129,24717.26,51734,MSRB1,Homo sapiens,methionine sulfoxide reductase B1(MSRB1)
15422,NM_020998,-2.5,0.0437,3081.13,4485,MST1,Homo sapiens,macrophage stimulating 1(MST1)
15424,NR_027504,-1.95,0.0236,519.41,11209,MST1P2,Homo sapiens,macrophage stimulating 1 pseudogene 2(MST1P2)
15425,NM_002447,-2.9,0.0474,9512.16,4486,MST1R,Homo sapiens,macrophage stimulating 1 receptor(MST1R)
15426,NM_016542,-2.55,0.0201,21049.01,51765,STK26,Homo sapiens,serine/threonine kinase 26(STK26)
15433,NM_002449,-5.38,0.0221,34400.67,4488,MSX2,Homo sapiens,msh homeobox 2(MSX2)
15487,NM_022764,-1.34,0.0056,2987.73,64779,MTHFSD,Homo sapiens,methenyltetrahydrofolate synthetase domain containing(MTHFSD)
15488,NM_001159378,-1.34,0.0146,6239.72,64779,MTHFSD,Homo sapiens,methenyltetrahydrofolate synthetase domain containing(MTHFSD)
15495,NM_004923,-4.29,0.0177,7215.14,9633,TESMIN,Homo sapiens,testis expressed metallothionein like protein(TESMIN)
15496,NM_001039656,-2.07,0.0456,1146.74,9633,TESMIN,Homo sapiens,testis expressed metallothionein like protein(TESMIN)
15509,NM_021090,-1.09,0.019,36654.12,8897,MTMR3,Homo sapiens,myotubularin related protein 3(MTMR3)
15537,NM_001001931,-2.11,0.00619,223.33,57509,MTUS1,Homo sapiens,microtubule associated scaffold protein 1(MTUS1)
15539,NM_020749,-1.94,0.00285,228.33,57509,MTUS1,Homo sapiens,microtubule associated scaffold protein 1(MTUS1)
15541,NM_015233,-2.66,0.0145,127.38,23281,MTUS2,Homo sapiens,microtubule associated scaffold protein 2(MTUS2)
15562,NM_001098516,-4.61,0.000167,1990.34,200958,MUC20,Homo sapiens,"mucin 20, cell surface associated(MUC20)"
15563,NM_001010909,-2.93,0.029,7.67,394263,MUC21,Homo sapiens,"mucin 21, cell surface associated(MUC21)"
15591,NM_001011703,-1.44,0.0095,1304.87,89853,MVB12B,Homo sapiens,multivesicular body subunit 12B(MVB12B)
15603,NM_006454,-1.16,0.0158,71293.69,10608,MXD4,Homo sapiens,MAX dimerization protein 4(MXD4)
15618,NM_001145113,-2.2,0.0465,449.87,255275,MYADML2,Homo sapiens,myeloid associated differentiation marker like 2(MYADML2)
15623,NM_001161658,-4.75,0.0285,457.99,4602,MYB,Homo sapiens,"MYB proto-oncogene, transcription factor(MYB)"
15653,NM_001163424,-1.13,0.0365,15016.97,150678,COPS9,Homo sapiens,COP9 signalosome subunit 9(COPS9)
15657,NM_024729,-6.45,0.00819,52426.26,79784,MYH14,Homo sapiens,myosin heavy chain 14(MYH14)
15658,NM_001077186,-3.86,0.000505,3805.65,79784,MYH14,Homo sapiens,myosin heavy chain 14(MYH14)
15659,NM_001145809,-1.89,0.000843,399.49,79784,MYH14,Homo sapiens,myosin heavy chain 14(MYH14)
15687,NM_013262,-2.68,0.0265,43746.62,29116,MYLIP,Homo sapiens,myosin regulatory light chain interacting protein(MYLIP)
15695,NM_182493,-1.32,0.0115,355.27,91807,MYLK3,Homo sapiens,myosin light chain kinase 3(MYLK3)
15701,NR_003587,-5.12,0.0189,2470.54,80022,MYO15B,Homo sapiens,myosin XVB(MYO15B)
15716,NM_015194,-2.72,0.000157,79794.2,4642,MYO1D,Homo sapiens,myosin ID(MYO1D)
15726,NM_001080467,-8.25,0.0113,64040.98,4645,MYO5B,Homo sapiens,myosin VB(MYO5B)
15727,NM_018728,-3.74,0.00333,51503.47,55930,MYO5C,Homo sapiens,myosin VC(MYO5C)
15758,NM_015460,-7.64,0.039,2646.25,25924,MYRIP,Homo sapiens,myosin VIIA and Rab interacting protein(MYRIP)
15778,NM_015111,-3.35,0.0264,21633.52,23138,N4BP3,Homo sapiens,NEDD4 binding protein 3(N4BP3)
15798,NM_024845,-1.04,0.0194,24359.7,79903,NAA60,Homo sapiens,"N-alpha-acetyltransferase 60, NatF catalytic subunit(NAA60)"
15804,NM_207015,-4.21,0.00016,12273.23,254827,NAALADL2,Homo sapiens,N-acetylated alpha-linked acidic dipeptidase like 2(NAALADL2)
15821,NM_018161,-1.49,0.0323,15215.8,55191,NADSYN1,Homo sapiens,NAD synthetase 1(NADSYN1)
15839,NM_199461,-1.7,0.0351,20090.25,340719,NANOS1,Homo sapiens,nanos C2HC-type zinc finger 1(NANOS1)
15840,NM_001029861,-3.0,0.0181,20.97,339345,NANOS2,Homo sapiens,nanos C2HC-type zinc finger 2(NANOS2)
15863,NM_022493,-1.25,0.0479,13137.68,64428,CIAO3,Homo sapiens,cytosolic iron-sulfur assembly component 3(CIAO3)
15871,NM_001160173,-2.76,0.0491,913.84,9,NAT1,Homo sapiens,N-acetyltransferase 1(NAT1)
15872,NM_001160170,-2.45,0.0343,1550.08,9,NAT1,Homo sapiens,N-acetyltransferase 1(NAT1)
15873,NM_001160175,-2.19,0.0494,1218.65,9,NAT1,Homo sapiens,N-acetyltransferase 1(NAT1)
15874,NM_001160176,-2.11,0.0497,1693.68,9,NAT1,Homo sapiens,N-acetyltransferase 1(NAT1)
15876,NM_001160174,-1.97,0.029,361.45,9,NAT1,Homo sapiens,N-acetyltransferase 1(NAT1)
15897,NM_198945,-1.08,0.0112,2415.85,65065,NBEAL1,Homo sapiens,neurobeachin like 1(NBEAL1)
15898,NM_001114132,-1.0,0.0258,6459.12,65065,NBEAL1,Homo sapiens,neurobeachin like 1(NBEAL1)
