,Gene ID,Log2Ratio,p-value,Max RPKM,Entrez To,Official Gene Symbol To,Species,Gene Name
8851,NM_023106,4.02,0.00148,49833.27,2260,FGFR1,Homo sapiens,fibroblast growth factor receptor 1(FGFR1)
8854,NM_015633,1.06,0.0472,6951.37,26127,FGFR1OP2,Homo sapiens,FGFR1 oncogene partner 2(FGFR1OP2)
8891,NM_001449,3.9,0.0384,13454.93,2273,FHL1,Homo sapiens,four and a half LIM domains 1(FHL1)
8912,NM_018086,1.93,0.00938,8567.15,55137,FIGN,Homo sapiens,"fidgetin, microtubule severing factor(FIGN)"
8921,NM_001134938,2.07,0.0349,8898.17,81608,FIP1L1,Homo sapiens,factor interacting with PAPOLA and CPSF1(FIP1L1)
8927,NM_014344,1.79,0.043,60040.68,24147,FJX1,Homo sapiens,four-jointed box kinase 1(FJX1)
8928,NM_021939,2.5,0.0256,167122.09,60681,FKBP10,Homo sapiens,FKBP prolyl isomerase 10(FKBP10)
8935,NM_000801,2.04,0.0148,68886.46,2280,FKBP1A,Homo sapiens,FKBP prolyl isomerase 1A(FKBP1A)
8949,NM_001135212,2.46,0.000428,2355.26,51661,FKBP7,Homo sapiens,FKBP prolyl isomerase 7(FKBP7)
8950,NM_181342,4.37,0.000641,8938.72,51661,FKBP7,Homo sapiens,FKBP prolyl isomerase 7(FKBP7)
8994,NM_001456,1.67,0.0156,1776596.71,2316,FLNA,Homo sapiens,filamin A(FLNA)
9004,NM_013231,10.0,0.016,32441.92,23768,FLRT2,Homo sapiens,fibronectin leucine rich transmembrane protein 2(FLRT2)
9027,NM_052905,2.6,0.00308,29842.07,114793,FMNL2,Homo sapiens,formin like 2(FMNL2)
9063,NM_022763,1.19,0.00633,94692.42,64778,FNDC3B,Homo sapiens,fibronectin type III domain containing 3B(FNDC3B)
9070,NM_001008738,1.55,0.0235,36427.98,96459,FNIP1,Homo sapiens,folliculin interacting protein 1(FNIP1)
9095,NM_005438,7.67,0.000509,80439.33,8061,FOSL1,Homo sapiens,"FOS like 1, AP-1 transcription factor subunit(FOSL1)"
9105,NM_004472,3.11,0.0287,42518.05,2297,FOXD1,Homo sapiens,forkhead box D1(FOXD1)
9189,NM_032892,4.3,0.0424,2100.38,84978,FRMD5,Homo sapiens,FERM domain containing 5(FRMD5)
9217,NM_013409,8.6,0.0466,5554.25,10468,FST,Homo sapiens,follistatin(FST)
9229,NM_000146,2.86,0.00276,930833.01,2512,FTL,Homo sapiens,ferritin light chain(FTL)
9240,NM_032020,1.29,0.0181,62381.22,2519,FUCA2,Homo sapiens,alpha-L-fucosidase 2(FUCA2)
9290,NM_014164,3.83,0.0152,28584.75,53827,FXYD5,Homo sapiens,FXYD domain containing ion transport regulator 5(FXYD5)
9297,NM_153048,3.1,0.0127,551.38,2534,FYN,Homo sapiens,"FYN proto-oncogene, Src family tyrosine kinase(FYN)"
9298,NM_002037,3.88,0.00292,11195.13,2534,FYN,Homo sapiens,"FYN proto-oncogene, Src family tyrosine kinase(FYN)"
9299,NM_153047,4.85,0.0376,5111.34,2534,FYN,Homo sapiens,"FYN proto-oncogene, Src family tyrosine kinase(FYN)"
9319,NM_005754,1.09,0.0336,100752.7,10146,G3BP1,Homo sapiens,G3BP stress granule assembly factor 1(G3BP1)
9322,NM_012297,1.0,0.0316,12930.16,9908,G3BP2,Homo sapiens,G3BP stress granule assembly factor 2(G3BP2)
9386,NM_001924,3.37,0.0373,44340.56,1647,GADD45A,Homo sapiens,growth arrest and DNA damage inducible alpha(GADD45A)
9389,NM_052850,1.26,0.00153,33384.09,90480,GADD45GIP1,Homo sapiens,GADD45G interacting protein 1(GADD45GIP1)
9420,NM_024637,2.24,0.048,457.16,79690,GAL3ST4,Homo sapiens,galactose-3-O-sulfotransferase 4(GAL3ST4)
9441,NM_004481,1.29,0.0366,155256.05,2590,GALNT2,Homo sapiens,polypeptide N-acetylgalactosaminyltransferase 2(GALNT2)
9468,NM_015635,1.19,0.00131,3875.64,26130,GAPVD1,Homo sapiens,GTPase activating protein and VPS9 domains 1(GAPVD1)
9476,NM_175085,1.54,0.0482,25916.35,2618,GART,Homo sapiens,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase(GART)"
9477,NM_000819,1.96,0.0149,61612.6,2618,GART,Homo sapiens,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase(GART)"
9529,NM_000158,3.13,0.00478,99941.2,2632,GBE1,Homo sapiens,"1,4-alpha-glucan branching enzyme 1(GBE1)"
9614,NM_003616,1.18,0.0253,2959.98,8487,GEMIN2,Homo sapiens,gem nuclear organelle associated protein 2(GEMIN2)
9616,NM_015465,1.39,0.03,32337.96,25929,GEMIN5,Homo sapiens,gem nuclear organelle associated protein 5(GEMIN5)
9641,NM_033069,1.68,0.042,831.66,54438,GFOD1,Homo sapiens,Gfo/Idh/MocA-like oxidoreductase domain containing 1(GFOD1)
9701,NM_024052,1.08,0.0276,19673.01,79018,GID4,Homo sapiens,GID complex subunit 4 homolog(GID4)
9720,NM_001126130,1.75,0.0305,2606.39,64785,GINS3,Homo sapiens,GINS complex subunit 3(GINS3)
9727,NM_202470,1.87,0.0456,10738.75,10755,GIPC1,Homo sapiens,GIPC PDZ domain containing family member 1(GIPC1)
9794,NM_005270,9.93,0.0393,975.85,2736,GLI2,Homo sapiens,GLI family zinc finger 2(GLI2)
9797,NM_006851,6.3,0.0177,52261.45,11010,GLIPR1,Homo sapiens,GLI pathogenesis related 1(GLIPR1)
9800,NM_022343,1.79,0.00299,1994.44,152007,GLIPR2,Homo sapiens,GLI pathogenesis related 2(GLIPR2)
9803,NM_152629,8.03,0.039,3670.7,169792,GLIS3,Homo sapiens,GLIS family zinc finger 3(GLIS3)
9867,NM_015895,1.34,0.0249,14976.8,51053,GMNN,Homo sapiens,geminin DNA replication inhibitor(GMNN)
9885,NM_006496,1.02,0.00112,110662.8,2773,GNAI3,Homo sapiens,G protein subunit alpha i3(GNAI3)
9903,NM_053004,1.16,0.00285,1011.02,54584,GNB1L,Homo sapiens,G protein subunit beta 1 like(GNB1L)
9912,NM_001017998,1.17,0.0402,10158.7,2790,GNG10,Homo sapiens,G protein subunit gamma 10(GNG10)
9914,NM_018841,3.2,5.85e-05,427779.6,55970,GNG12,Homo sapiens,G protein subunit gamma 12(GNG12)
9921,NM_005274,1.04,0.0463,33580.9,2787,GNG5,Homo sapiens,G protein subunit gamma 5(GNG5)
9929,NM_206825,1.26,0.00413,37578.29,26354,GNL3,Homo sapiens,G protein nucleolar 3(GNL3)
9930,NM_014366,1.47,0.000675,18156.59,26354,GNL3,Homo sapiens,G protein nucleolar 3(GNL3)
9942,NM_000825,1.99,0.0287,1171.05,2796,GNRH1,Homo sapiens,gonadotropin releasing hormone 1(GNRH1)
9943,NM_001083111,2.07,0.0339,299.11,2796,GNRH1,Homo sapiens,gonadotropin releasing hormone 1(GNRH1)
9986,NM_014498,2.05,0.00603,11879.32,27333,GOLIM4,Homo sapiens,golgi integral membrane protein 4(GOLIM4)
9995,NM_001017408,1.68,0.0273,75718.41,57120,GOPC,Homo sapiens,golgi associated PDZ and coiled-coil motif containing(GOPC)
10047,NM_005708,2.95,0.0485,48423.03,10082,GPC6,Homo sapiens,glypican 6(GPC6)
10080,NM_005279,5.34,0.0366,2857.94,2825,CMKLR2,Homo sapiens,chemerin chemokine-like receptor 2(CMKLR2)
10134,NM_153832,4.37,0.035,4322.11,23432,GPR161,Homo sapiens,G protein-coupled receptor 161(GPR161)
10138,NM_001161417,3.61,0.04,263.57,2840,GPR17,Homo sapiens,G protein-coupled receptor 17(GPR17)
10139,NM_005291,3.94,0.0222,321.31,2840,GPR17,Homo sapiens,G protein-coupled receptor 17(GPR17)
10148,NM_180989,1.69,0.0255,26596.75,160897,GPR180,Homo sapiens,G protein-coupled receptor 180(GPR180)
10157,NM_005281,4.44,0.00181,4724.98,2827,GPR3,Homo sapiens,G protein-coupled receptor 3(GPR3)
10193,NM_001146267,1.8,0.0192,374.26,54329,GPR85,Homo sapiens,G protein-coupled receptor 85(GPR85)
10194,NM_001146266,2.9,0.0101,303.78,54329,GPR85,Homo sapiens,G protein-coupled receptor 85(GPR85)
10195,NM_018970,5.72,0.0457,819.3,54329,GPR85,Homo sapiens,G protein-coupled receptor 85(GPR85)
10196,NM_001146265,6.99,0.0381,850.23,54329,GPR85,Homo sapiens,G protein-coupled receptor 85(GPR85)
10224,NM_015597,1.3,0.00757,1338.67,26086,GPSM1,Homo sapiens,G protein signaling modulator 1(GPSM1)
10230,NM_201397,1.81,0.0182,2073.36,2876,GPX1,Homo sapiens,glutathione peroxidase 1(GPX1)
10231,NM_000581,2.22,0.0104,71446.41,2876,GPX1,Homo sapiens,glutathione peroxidase 1(GPX1)
10241,NM_001008397,2.19,0.00634,74815.73,493869,GPX8,Homo sapiens,glutathione peroxidase 8 (putative)(GPX8)
10321,NM_005308,3.23,0.0016,5367.36,2869,GRK5,Homo sapiens,G protein-coupled receptor kinase 5(GRK5)
10323,NM_001004105,1.16,0.0143,541.1,2870,GRK6,Homo sapiens,G protein-coupled receptor kinase 6(GRK6)
10383,NM_001512,1.96,0.0114,1360.56,2941,GSTA4,Homo sapiens,glutathione S-transferase alpha 4(GSTA4)
10404,NM_000852,7.26,0.00852,10818.48,2950,GSTP1,Homo sapiens,glutathione S-transferase pi 1(GSTP1)
10421,NM_001514,1.0,0.000257,11244.52,2959,GTF2B,Homo sapiens,general transcription factor IIB(GTF2B)
10423,NM_002095,2.02,0.0232,25958.34,2961,GTF2E2,Homo sapiens,general transcription factor IIE subunit 2(GTF2E2)
10425,NM_004128,1.38,0.0136,24136.04,2963,GTF2F2,Homo sapiens,general transcription factor IIF subunit 2(GTF2F2)
10464,NM_014170,1.48,0.0168,5803.23,29083,GTPBP8,Homo sapiens,GTP binding protein 8(GTPBP8)
10509,NM_001080393,3.15,0.00855,5794.07,727936,GXYLT2,Homo sapiens,glucoside xylosyltransferase 2(GXYLT2)
10556,NM_014282,2.11,0.0177,19846.25,22927,HABP4,Homo sapiens,hyaluronan binding protein 4(HABP4)
10581,NM_002109,1.29,0.0361,34302.02,3035,HARS1,Homo sapiens,histidyl-tRNA synthetase 1(HARS1)
10591,NR_026978,1.11,0.038,6574.08,115106,HAUS1,Homo sapiens,HAUS augmin like complex subunit 1(HAUS1)
10597,NM_017645,1.24,0.0327,28830.66,54801,HAUS6,Homo sapiens,HAUS augmin like complex subunit 6(HAUS6)
10611,NM_005330,4.36,0.0437,29.83,3046,HBE1,Homo sapiens,hemoglobin subunit epsilon 1(HBE1)
10612,NM_001945,5.11,0.031,15365.22,1839,HBEGF,Homo sapiens,heparin binding EGF like growth factor(HBEGF)
10619,NM_006620,1.12,0.00542,44615.48,10767,HBS1L,Homo sapiens,HBS1 like translational GTPase(HBS1L)
10652,NM_001159286,2.26,0.00212,2119.22,83933,HDAC10,Homo sapiens,histone deacetylase 10(HDAC10)
10667,NM_178423,4.51,0.00574,1112.78,9734,HDAC9,Homo sapiens,histone deacetylase 9(HDAC9)
10668,NM_178425,5.2,0.0035,2408.63,9734,HDAC9,Homo sapiens,histone deacetylase 9(HDAC9)
10701,NM_015052,8.44,0.0252,1324.34,23072,HECW1,Homo sapiens,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1(HECW1)"
10703,NM_020733,2.21,0.0181,17441.73,57493,HEG1,Homo sapiens,heart development protein with EGF like domains 1(HEG1)
10803,NM_001530,1.26,0.0249,162404.0,3091,HIF1A,Homo sapiens,hypoxia inducible factor 1 subunit alpha(HIF1A)
10925,NM_002120,3.37,0.0472,913.07,3112,HLA-DOB,Homo sapiens,"major histocompatibility complex, class II, DO beta(HLA-DOB)"
10936,NM_005516,1.24,0.0109,41810.93,3133,HLA-E,Homo sapiens,"major histocompatibility complex, class I, E(HLA-E)"
10943,NR_001434,1.43,0.047,11004.09,3136,HLA-H,Homo sapiens,"major histocompatibility complex, class I, H (pseudogene)(HLA-H)"
10950,NM_021958,4.27,0.0173,3152.97,3142,HLX,Homo sapiens,H2.0 like homeobox(HLX)
10966,NM_145905,1.42,0.00937,2585.47,3159,HMGA1,Homo sapiens,high mobility group AT-hook 1(HMGA1)
10968,NM_002131,1.98,0.0473,42019.48,3159,HMGA1,Homo sapiens,high mobility group AT-hook 1(HMGA1)
10969,NM_145903,2.71,0.0381,12809.96,3159,HMGA1,Homo sapiens,high mobility group AT-hook 1(HMGA1)
10971,NM_003483,9.53,0.0457,21646.2,8091,HMGA2,Homo sapiens,high mobility group AT-hook 2(HMGA2)
10992,NM_006353,1.61,0.0155,99753.19,10473,HMGN4,Homo sapiens,high mobility group nucleosomal binding domain 4(HMGN4)
11030,NM_031157,1.34,0.0495,42560.26,3178,HNRNPA1,Homo sapiens,heterogeneous nuclear ribonucleoprotein A1(HNRNPA1)
11036,NM_031243,1.59,0.044,38991.11,3181,HNRNPA2B1,Homo sapiens,heterogeneous nuclear ribonucleoprotein A2/B1(HNRNPA2B1)
11044,NM_001077443,2.47,0.0437,8162.11,3183,HNRNPC,Homo sapiens,heterogeneous nuclear ribonucleoprotein C(HNRNPC)
11094,NM_004838,1.94,0.0154,10896.17,9454,HOMER3,Homo sapiens,homer scaffold protein 3(HOMER3)
11199,NM_001098212,2.57,1.65e-05,842.74,3269,HRH1,Homo sapiens,histamine receptor H1(HRH1)
11218,NM_006041,2.47,0.0333,1813.73,9953,HS3ST3B1,Homo sapiens,heparan sulfate-glucosamine 3-sulfotransferase 3B1(HS3ST3B1)
11229,NM_005525,5.46,0.0426,43.88,3290,HSD11B1,Homo sapiens,hydroxysteroid 11-beta dehydrogenase 1(HSD11B1)
11278,NM_052970,1.38,0.00268,133.64,116835,HSPA12B,Homo sapiens,heat shock protein family A (Hsp70) member 12B(HSPA12B)
11285,NM_002154,1.25,0.00631,124837.59,3308,HSPA4,Homo sapiens,heat shock protein family A (Hsp70) member 4(HSPA4)
11296,NM_006308,5.51,0.0498,95.44,8988,HSPB3,Homo sapiens,heat shock protein family B (small) member 3(HSPB3)
11301,NM_024610,1.3,0.0158,2368.45,79663,HSPBAP1,Homo sapiens,HSPB1 associated protein 1(HSPBAP1)
11344,NM_002775,3.26,0.0479,46476.6,5654,HTRA1,Homo sapiens,HtrA serine peptidase 1(HTRA1)
11391,NM_000201,3.68,0.0203,26776.34,3383,ICAM1,Homo sapiens,intercellular adhesion molecule 1(ICAM1)
11435,NM_003897,2.01,0.0438,188120.42,8870,IER3,Homo sapiens,immediate early response 3(IER3)
11440,NM_080730,4.1,0.0414,341.21,25900,IFFO1,Homo sapiens,intermediate filament family orphan 1(IFFO1)
11443,NM_005531,7.02,0.00666,19582.83,3428,IFI16,Homo sapiens,interferon gamma inducible protein 16(IFI16)
11480,NM_207585,1.21,0.04,5280.72,3455,IFNAR2,Homo sapiens,interferon alpha and beta receptor subunit 2(IFNAR2)
11483,NM_000416,2.01,0.0121,38604.3,3459,IFNGR1,Homo sapiens,interferon gamma receptor 1(IFNGR1)
11493,NM_001550,1.39,0.0278,33787.35,3475,IFRD1,Homo sapiens,interferon related developmental regulator 1(IFRD1)
11494,NM_006764,1.77,0.021,54717.27,7866,IFRD2,Homo sapiens,interferon related developmental regulator 2(IFRD2)
11534,NM_006548,5.47,0.00448,7666.37,10644,IGF2BP2,Homo sapiens,insulin like growth factor 2 mRNA binding protein 2(IGF2BP2)
11535,NM_001007225,5.52,0.00844,4255.3,10644,IGF2BP2,Homo sapiens,insulin like growth factor 2 mRNA binding protein 2(IGF2BP2)
11559,NM_144646,1.84,0.0372,24.27,3512,JCHAIN,Homo sapiens,joining chain of multimeric IgA and IgM(JCHAIN)
11581,NM_201612,2.19,0.00599,6828.07,121457,IKBIP,Homo sapiens,IKBKB interacting protein(IKBIP)
11582,NM_153687,2.6,0.0195,33110.7,121457,IKBIP,Homo sapiens,IKBKB interacting protein(IKBIP)
11583,NM_201613,2.69,0.000131,5633.59,121457,IKBIP,Homo sapiens,IKBKB interacting protein(IKBIP)
11688,NM_139017,7.87,0.00235,872.52,133396,IL31RA,Homo sapiens,interleukin 31 receptor A(IL31RA)
11690,NM_001012636,4.89,0.0326,135.63,9235,IL32,Homo sapiens,interleukin 32(IL32)
11692,NM_004221,5.31,0.0485,525.5,9235,IL32,Homo sapiens,interleukin 32(IL32)
11698,NM_152456,3.95,0.0151,115.54,146433,IL34,Homo sapiens,interleukin 34(IL34)
11724,NM_000600,9.34,0.00209,2068.89,3569,IL6,Homo sapiens,interleukin 6(IL6)
11731,NM_000584,7.78,0.0394,22356.86,3576,CXCL8,Homo sapiens,C-X-C motif chemokine ligand 8(CXCL8)
11743,NM_001014795,2.55,0.00157,6472.62,3611,ILK,Homo sapiens,integrin linked kinase(ILK)
11754,NM_001144879,1.73,0.00115,5522.53,3612,IMPA1,Homo sapiens,inositol monophosphatase 1(IMPA1)
11809,NM_001128928,2.68,0.0457,1850.74,3628,INPP1,Homo sapiens,inositol polyphosphate-1-phosphatase(INPP1)
11844,NM_018142,1.31,0.00958,32323.42,55174,INTS10,Homo sapiens,integrator complex subunit 10(INTS10)
11860,NM_001145159,1.38,0.0227,1666.17,55756,INTS9,Homo sapiens,integrator complex subunit 9(INTS9)
11884,NM_002271,2.02,0.00103,247043.29,3843,IPO5,Homo sapiens,importin 5(IPO5)
11894,NM_001023571,1.16,0.0497,2708.51,9657,IQCB1,Homo sapiens,IQ motif containing B1(IQCB1)
11923,NM_001570,5.25,0.004,16714.84,3656,IRAK2,Homo sapiens,interleukin 1 receptor associated kinase 2(IRAK2)
11932,NM_002198,2.21,0.0197,15305.42,3659,IRF1,Homo sapiens,interferon regulatory factor 1(IRF1)
11963,NM_014301,1.61,0.0331,3317.65,23479,ISCU,Homo sapiens,iron-sulfur cluster assembly enzyme(ISCU)
11975,NM_080826,2.24,0.0318,1133.8,140862,ISM1,Homo sapiens,isthmin 1(ISM1)
11997,NM_002204,2.35,0.0266,328612.14,3675,ITGA3,Homo sapiens,integrin subunit alpha 3(ITGA3)
11998,NM_005501,2.66,0.0307,11348.28,3675,ITGA3,Homo sapiens,integrin subunit alpha 3(ITGA3)
12015,NM_001145000,1.36,0.00961,83577.99,3685,ITGAV,Homo sapiens,integrin subunit alpha V(ITGAV)
12022,NM_002211,3.05,0.00312,614385.31,3688,ITGB1,Homo sapiens,integrin subunit beta 1(ITGB1)
12152,NM_015493,1.54,0.00612,29135.17,25959,KANK2,Homo sapiens,KN motif and ankyrin repeat domains 2(KANK2)
12153,NM_001136191,1.94,0.0213,35402.66,25959,KANK2,Homo sapiens,KN motif and ankyrin repeat domains 2(KANK2)
12177,NM_032116,2.34,0.00855,26263.6,84056,KATNAL1,Homo sapiens,katanin catalytic subunit A1 like 1(KATNAL1)
12198,NM_032505,3.42,0.000116,4180.66,84541,KBTBD8,Homo sapiens,kelch repeat and BTB domain containing 8(KBTBD8)
12233,NM_012282,7.44,0.00453,173.91,23630,KCNE5,Homo sapiens,potassium voltage-gated channel subfamily E regulatory subunit 5(KCNE5)
12269,NM_001034914,2.03,0.0361,4223.15,30818,KCNIP3,Homo sapiens,potassium voltage-gated channel interacting protein 3(KCNIP3)
12288,NM_002243,3.21,0.0495,35.64,3772,KCNJ15,Homo sapiens,potassium inwardly rectifying channel subfamily J member 15(KCNJ15)
12299,NM_004982,3.96,0.0495,424.0,3764,KCNJ8,Homo sapiens,potassium inwardly rectifying channel subfamily J member 8(KCNJ8)
12356,NM_001160134,2.21,0.0018,611.65,56479,KCNQ5,Homo sapiens,potassium voltage-gated channel subfamily Q member 5(KCNQ5)
12357,NM_001160130,3.7,0.0231,11306.22,56479,KCNQ5,Homo sapiens,potassium voltage-gated channel subfamily Q member 5(KCNQ5)
12375,NM_138444,2.94,0.0194,43771.08,115207,KCTD12,Homo sapiens,potassium channel tetramerization domain containing 12(KCTD12)
12395,NM_017634,1.51,0.042,25263.82,54793,KCTD9,Homo sapiens,potassium channel tetramerization domain containing 9(KCTD9)
12396,NM_024089,1.52,0.0427,7669.58,79070,POGLUT2,Homo sapiens,protein O-glucosyltransferase 2(POGLUT2)
12404,NM_015013,1.05,0.00939,64989.79,23028,KDM1A,Homo sapiens,lysine demethylase 1A(KDM1A)
12435,NM_002035,1.33,0.043,63879.75,2531,KDSR,Homo sapiens,3-ketodihydrosphingosine reductase(KDSR)
12437,NM_012289,2.0,0.0203,16485.82,9817,KEAP1,Homo sapiens,kelch like ECH associated protein 1(KEAP1)
12446,NM_006558,3.17,0.00622,8440.83,10656,KHDRBS3,Homo sapiens,"KH RNA binding domain containing, signal transduction associated 3(KHDRBS3)"
12451,NM_014878,2.77,0.0226,22997.82,9933,PUM3,Homo sapiens,pumilio RNA binding family member 3(PUM3)
12482,NM_015038,2.62,0.00426,43548.22,23499,MACF1,Homo sapiens,microtubule actin crosslinking factor 1(MACF1)
12505,NM_001079685,1.19,0.0304,7166.5,57179,KIAA1191,Homo sapiens,KIAA1191(KIAA1191)
12525,NM_020827,1.26,0.00225,74611.45,57587,CFAP97,Homo sapiens,cilia and flagella associated protein 97(CFAP97)
12534,NM_020890,2.07,0.031,27995.11,57650,CIP2A,Homo sapiens,cellular inhibitor of PP2A(CIP2A)
12574,NM_031217,1.32,0.0142,19635.25,81930,KIF18A,Homo sapiens,kinesin family member 18A(KIF18A)
12579,NM_183416,2.54,0.00803,42620.27,23095,KIF1B,Homo sapiens,kinesin family member 1B(KIF1B)
12581,NM_005733,1.36,0.0445,70770.98,10112,KIF20A,Homo sapiens,kinesin family member 20A(KIF20A)
12597,NM_006845,1.32,0.0188,47624.64,11004,KIF2C,Homo sapiens,kinesin family member 2C(KIF2C)
12607,NM_198525,1.53,0.0356,2779.81,374654,KIF7,Homo sapiens,kinesin family member 7(KIF7)
12612,NM_002263,1.24,0.0314,58626.56,3833,KIFC1,Homo sapiens,kinesin family member C1(KIFC1)
12622,NM_018240,6.38,0.00373,51713.96,55243,KIRREL1,Homo sapiens,kirre like nephrin family adhesion molecule 1(KIRREL1)
12638,NM_001130107,1.56,0.00403,12128.24,3831,KLC1,Homo sapiens,kinesin light chain 1(KLC1)
12656,NM_031918,1.15,0.000795,34259.59,83855,KLF16,Homo sapiens,KLF transcription factor 16(KLF16)
12663,NM_001300,1.57,0.00595,194320.63,1316,KLF6,Homo sapiens,KLF transcription factor 6(KLF6)
12688,NM_030624,1.25,0.0163,29265.04,80311,KLHL15,Homo sapiens,kelch like family member 15(KLHL15)
12690,NM_025010,1.34,0.00129,31212.34,23276,KLHL18,Homo sapiens,kelch like family member 18(KLHL18)
12693,NM_001161522,2.44,0.0119,2813.65,11275,KLHL2,Homo sapiens,kelch like family member 2(KLHL2)
12695,NM_014851,1.11,0.00139,23110.81,9903,KLHL21,Homo sapiens,kelch like family member 21(KLHL21)
12715,NM_015990,2.0,0.00076,13762.36,51088,KLHL5,Homo sapiens,kelch like family member 5(KLHL5)
12717,NM_001007075,2.49,0.00116,20575.52,51088,KLHL5,Homo sapiens,kelch like family member 5(KLHL5)
12792,NM_002267,1.41,0.00402,81884.76,3839,KPNA3,Homo sapiens,karyopherin subunit alpha 3(KPNA3)
12929,NM_138417,1.33,0.00217,14045.58,112970,KTI12,Homo sapiens,KTI12 chromatin associated homolog(KTI12)
12944,NM_144581,1.75,0.00968,5216.34,112849,L3HYPDH,Homo sapiens,trans-L-3-hydroxyproline dehydratase(L3HYPDH)
12949,NM_001007102,1.99,0.00584,2759.7,84456,L3MBTL3,Homo sapiens,L3MBTL histone methyl-lysine binding protein 3(L3MBTL3)
12955,NM_032857,1.21,0.0135,13915.58,114294,LACTB,Homo sapiens,lactamase beta(LACTB)
12956,NM_171846,1.28,0.0497,1666.51,114294,LACTB,Homo sapiens,lactamase beta(LACTB)
12967,NM_000426,6.96,0.0213,2045.79,3908,LAMA2,Homo sapiens,laminin subunit alpha 2(LAMA2)
13023,NM_197958,3.34,0.000252,3339.32,55323,LARP6,Homo sapiens,"La ribonucleoprotein 6, translational regulator(LARP6)"
13024,NM_018357,3.54,0.0417,23993.61,55323,LARP6,Homo sapiens,"La ribonucleoprotein 6, translational regulator(LARP6)"
13088,NM_002300,3.71,0.000774,320564.32,3945,LDHB,Homo sapiens,lactate dehydrogenase B(LDHB)
13129,NM_001146289,2.53,0.0378,3721.33,64175,P3H1,Homo sapiens,prolyl 3-hydroxylase 1(P3H1)
13130,NM_022356,3.89,0.00375,44376.34,64175,P3H1,Homo sapiens,prolyl 3-hydroxylase 1(P3H1)
13131,NM_001134418,7.2,0.00266,14226.46,55214,P3H2,Homo sapiens,prolyl 3-hydroxylase 2(P3H2)
13132,NM_018192,9.7,0.00197,114789.48,55214,P3H2,Homo sapiens,prolyl 3-hydroxylase 2(P3H2)
13137,NM_015344,1.23,0.022,41041.35,23484,LEPROTL1,Homo sapiens,leptin receptor overlapping transcript like 1(LEPROTL1)
13144,NM_002305,3.24,0.00101,261942.39,3956,LGALS1,Homo sapiens,galectin 1(LGALS1)
13181,NM_005780,2.17,0.0133,32618.49,10186,LHFPL6,Homo sapiens,LHFPL tetraspan subfamily member 6(LHFPL6)
13256,NM_194282,1.96,0.0326,12272.69,132660,LIN54,Homo sapiens,lin-54 DREAM MuvB core complex component(LIN54)
13276,NR_024206,2.5,0.0142,15710.03,112597,CYTOR,Homo sapiens,cytoskeleton regulator RNA(CYTOR)
13410,NR_028303,3.4,0.0045,369.93,100302640,LINC00882,Homo sapiens,long intergenic non-protein coding RNA 882(LINC00882)
13505,NM_153713,4.64,2.88e-07,8752.95,128077,LIX1L,Homo sapiens,limb and CNS expressed 1 like(LIX1L)
13535,NM_032737,1.24,0.0288,202533.05,84823,LMNB2,Homo sapiens,lamin B2(LMNB2)
13558,NM_032622,2.59,0.0471,846.44,84708,LNX1,Homo sapiens,ligand of numb-protein X 1(LNX1)
13562,NR_015384,7.04,0.0182,4776.52,100126784,LEISA1,Homo sapiens,lncRNA enhancing IL-6/STAT3 signaling activation 1(LEISA1)
13671,NR_003034,2.02,0.0321,54.56,441601,SEPTIN7P11,Homo sapiens,septin 7 pseudogene 11(SEPTIN7P11)
13690,NR_004845,1.18,0.0434,27478.94,644936,LOC644936,Homo sapiens,actin beta pseudogene(LOC644936)
13707,NR_026659,1.09,0.0302,6449.81,727896,CHORDC1P4,Homo sapiens,CHORDC1 pseudogene 4(CHORDC1P4)
13767,NM_012302,2.91,0.0128,33838.61,23266,ADGRL2,Homo sapiens,adhesion G protein-coupled receptor L2(ADGRL2)
13814,NM_013437,3.79,0.026,48598.43,29967,LRP12,Homo sapiens,LDL receptor related protein 12(LRP12)
13828,NM_004631,1.8,0.0152,4392.1,7804,LRP8,Homo sapiens,LDL receptor related protein 8(LRP8)
13880,NM_017768,1.26,0.0171,17248.93,55631,LRRC40,Homo sapiens,leucine rich repeat containing 40(LRRC40)
13882,NM_052940,1.4,0.0126,25409.64,115353,LRRC42,Homo sapiens,leucine rich repeat containing 42(LRRC42)
13906,NM_020794,4.92,0.0196,105.92,57554,LRRC7,Homo sapiens,leucine rich repeat containing 7(LRRC7)
13911,NM_019594,1.26,0.0182,61680.09,56262,LRRC8A,Homo sapiens,leucine rich repeat containing 8 VRAC subunit A(LRRC8A)
13917,NM_001134479,1.04,0.0407,36435.64,55144,LRRC8D,Homo sapiens,leucine rich repeat containing 8 VRAC subunit D(LRRC8D)
13929,NM_001134369,2.53,0.00191,8894.25,9209,LRRFIP2,Homo sapiens,LRR binding FLII interacting protein 2(LRRFIP2)
13966,NM_032881,1.14,0.0015,16379.69,84967,LSM10,Homo sapiens,"LSM10, U7 small nuclear RNA associated(LSM10)"
13985,NM_001013253,1.98,0.0242,3.96,4046,LSP1,Homo sapiens,lymphocyte specific protein 1(LSP1)
